DOI,Title,Matched Columns,Matched keywards
10.1109/ISCAS58744.2024.10558689,An Energy-Efficient Object Detection System in IoT with Dynamic Neuromorphic Vision Sensors,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558442,Using Negative-R Assisted Integrators in Wide-band Delta-Sigma Modulators,"Abstract, Abstract","low-power , quantization"
10.1109/ISCAS58744.2024.10558440,High Accuracy and Low Latency Mixed Precision Neural Network Acceleration for TinyML Applications on Resource-Constrained FPGAs,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","tinyml, resource-constrained, tinyml, resource-constrained, quantization, keyword spotting, quantization, quantization"
10.1109/ISCAS58744.2024.10558167,ReShare: A Resource-Efficient Weight Pattern Sharing Scheme for Memristive DNN Accelerators,"Abstract, IEEE Terms","weight sharing, energy consumption"
10.1109/ISCAS58744.2024.10558191,A Low Power 16-bit 125MS/s Pipeline ADC with 100dB SFDR,Abstract,low-power 
10.1109/ISCAS58744.2024.10557837,HSViT: A Hardware and Software Collaborative Design for Vision Transformer via Multi-level Compression,"Abstract, Abstract, Author Keywords","resource-constrained, pruning, model compression"
10.1109/ISCAS58744.2024.10558068,An Energy Autonomous and Battery-Free Plant’s Electrical Impedance Measurement System,Abstract,low-power 
10.1109/ISCAS58744.2024.10558501,A 0.5-V Feedback-based CMOS Buffer with Rail-to-rail Operating Range,Abstract,low-power 
10.1109/ISCAS58744.2024.10558379,A 422.1 Mpixels/J Tile-based 4K Super Resolution Processor with Variable Bit Compression,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558257,Quantum Readout Processing Accelerator with a CORDIC Core at Cryogenic Temperature,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558586,A 72-channel Resistive-sensor Interface IC with High Energy Efficiency and a Wide Input Range,Abstract,quantization
10.1109/ISCAS58744.2024.10558212,A Memory-Efficient High-Speed Event-based Object Tracking System,"Document Title, Abstract, Abstract, Author Keywords","memory-efficient, energy-efficient, memory usage, memory-efficient"
10.1109/ISCAS58744.2024.10558182,In-Memory Transformer Self-Attention Mechanism Using Passive Memristor Crossbar,"Abstract, Abstract","memory-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10557917,Two-step Classification Neuron Circuits for Low-power and High-integration SNN Systems,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10557984,Squeeze-Excite Fusion Based Multimodal Neural Network for Sleep Stage Classification with Flexible EEG/ECG Signal Acquisition Circuit,IEEE Terms,quantization
10.1109/ISCAS58744.2024.10557875,Advancing Image Classification with Phase-coded Ultra-Efficient Spiking Neural Networks,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558649,A 3.55 mJ/frame Energy-efficient Mixed-Transformer based Semantic Segmentation Accelerator for Mobile Devices,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558519,Reducing Power Consumption in LNA by Utilizing EEG Signals as Basis Matrix in Compressed Sensing,Abstract,low-power 
10.1109/ISCAS58744.2024.10558187,A 825 MHz 2.83 µW −70 dBm Sensitivity Wake-up Receiver with Resonant Noise Matching,"Abstract, Author Keywords","low-power , low-power "
10.1109/ISCAS58744.2024.10558690,A Low-Power Spike Detector Using In-Memory Computing for Event-based Neural Frontend,Document Title,low-power 
10.1109/ISCAS58744.2024.10557936,Complementary Series-connected STT-MTJ for Time-based Computing-in-Memory,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10557877,An Energy-Efficient Differential Frame Convolutional Accelerator with on-Chip Fusion Storage Architecture and Pixel-Level Pipeline Data Flow,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558030,Incorporating Design Skills in an Introductory Electric Circuits Laboratory,Abstract,arduino
10.1109/ISCAS58744.2024.10558655,0.5V 32nW Inverter-Based Gm-C Filter for Bio-Signal Processing,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558111,Conditional Variational Autoencoders for Hierarchical B-frame Coding,IEEE Terms,quantization
10.1109/ISCAS58744.2024.10557994,A 99.8-dB SNDR 10kHz-BW Second-Order DT Delta-Sigma Modulator with Single OTA and Enhanced Noise-Coupling,Abstract,low-power 
10.1109/ISCAS58744.2024.10557983,CINEMA: A Configurable Binary Segmentation Based Arithmetic Module for Mixed-Precision In-Memory Acceleration,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","edge ai, model compression, quantization, edge ai, quantization, quantization"
10.1109/ISCAS58744.2024.10558319,An Edge AI Accelerator Design Based on HDC Model for Real-time EEG-based Emotion Recognition System with RISC-V FPGA Platform,"Document Title, Abstract, Abstract","edge ai, edge ai, resource-constrained"
10.1109/ISCAS58744.2024.10558550,High-Speed Serial and Semi-Parallel IMPLY-based Approximate Adders through Memristors for In-Memory Computing,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558139,"Live Demonstration: A Reconfigurable, Energy-efficient and High-frame-rate EKF-SLAM Accelerator Based SoC Design for Autonomous Mobile Robot Applications",Document Title,energy-efficient
10.1109/ISCAS58744.2024.10558052,A 10-bit 100kS/s SAR ADC With a Monotonic Capacitor Switching Procedure for Single-Ended Inputs in 22nm CMOS FDSOI,Author Keywords,low-power 
10.1109/ISCAS58744.2024.10558229,A Novel Hardware-Efficient Wireless Functional Electrical Stimulation Device Based on Nonlinear Dynamics of Ergodic Cellular Automaton,Abstract,low-power 
10.1109/ISCAS58744.2024.10558262,Minimax Design of M-D Interpolated FIR Filters using Convex-Concave Procedure,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558426,High-Precision Noise-Shaping SAR ADC using KT/C Noise Cancellation within CIFF Path for Brain-Machine Interface Application,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558683,Negative Capacitance FET 8T SRAM Computing in-Memory based Logic Design for Energy Efficient AI Edge Devices,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558412,Live Demonstration for Input-Sparsity-Aware RRAM Processing-in-Memory Chip,"Abstract, Author Keywords","quantization, quantization"
10.1109/ISCAS58744.2024.10558238,An Optimization-Based Approach to One-Bit Quantization,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558687,3D Partitioning with Pipeline Optimization for Low-Latency Memory Access in Many-Core SoCs,Abstract,latency optimization
10.1109/ISCAS58744.2024.10558631,Energy Efficient FPGA-Based Binary Transformer Accelerator for Edge Devices,"Abstract, IEEE Terms","resource-constrained, energy consumption"
10.1109/ISCAS58744.2024.10558406,Energy Efficient Accurate and Approximate Modified Adders for Ternary Multipliers,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558174,Live Demonstration: Real-Time Object Detection & Classification System in IoT with Dynamic Neuromorphic Vision Sensors,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558474,tinyRadar: LSTM-based Real-time Multi-target Human Activity Recognition for Edge Computing,"Abstract, Author Keywords","raspberry pi, raspberry pi"
10.1109/ISCAS58744.2024.10558698,Design of High-Performance and Compact CAM for Supporting Data-Intensive Applications,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558469,Fortifying Strong PUFs: A Modeling Attack-Resilient Approach Using Weak PUF for IoT Device Security,Abstract,resource-constrained
10.1109/ISCAS58744.2024.10558168,PVT-Insensitive Time-Domain-based In-Memory Computation with Improved Linearity for Binary Neural Networks,"Document Title, Abstract","binary neural networks, bnn"
10.1109/ISCAS58744.2024.10557852,In-memory Machine Learning using Adaptive Multivariate Decision Trees and Memristors,"Abstract, Author Keywords","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558062,PULSE: Parametric Hardware Units for Low-power Sparsity-Aware Convolution Engine,"Document Title, Abstract","low-power , energy consumption"
10.1109/ISCAS58744.2024.10558640,Hybrid-Grained Pruning and Hardware Acceleration for Convolutional Neural Networks,"Document Title, Abstract, Abstract, Author Keywords","pruning, model compression, pruning, pruning"
10.1109/ISCAS58744.2024.10558472,A routing method using chaotic neurodynamics for the transportation networks with the next generation vehicles,Abstract,energy consumption
10.1109/ISCAS58744.2024.10558235,A 174.8 dB FoMs CT-ΔΣ ADC with Integrated ISFET Sensor and Noise-Shaping Enhancement,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558026,A 28.6 mJ/iter Stable Diffusion Processor for Text-to-Image Generation with Patch Similarity-based Sparsity Augmentation and Text-based Mixed-Precision,"Abstract, Author Keywords","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558607,KARS: Kernel-Grouping Aided Row-Skipping for SDK-based Weight Compression in PIM Arrays,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558617,On Optimizing Deep Neural Networks Inference on CPUs for Brain-Computer Interfaces using Inference Engines,Abstract,tvm
10.1109/ISCAS58744.2024.10557982,A Low-Power Predictive Sampling PPG Sensor,Document Title,low-power 
10.1109/ISCAS58744.2024.10558453,Non-Invasive Continuous Real-Time Blood Glucose Estimation Using PPG Features-based Convolutional Autoencoder with TinyML Implementation,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","tinyml, tinyml, arduino, tinyml, mcu"
10.1109/ISCAS58744.2024.10557856,A 136μW Over 800m Range Backscatter-Like UHF Band Transceiver,Abstract,low-power 
10.1109/ISCAS58744.2024.10558556,A 36nW Ultra-Wideband Wake-Up Receiver with -86dBm Sensitivity and Addressing Capabilities,Abstract,duty cycling
10.1109/ISCAS58744.2024.10557997,An FPGA-based Ultra-High Performance and Scalable Optical Flow Hardware Accelerator for Autonomous Driving,Abstract,real-time performance
10.1109/ISCAS58744.2024.10557918,EarFDA: A Lightweight and Energy-Efficient Fall Detection Accelerator for Ear-Worn Devices,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","energy-efficient, quantization, energy-efficient, energy consumption, edge ai, energy-efficient, quantization"
10.1109/ISCAS58744.2024.10558301,Two-Step Spike Encoding Scheme and Architecture for Highly Sparse Spiking-Neural-Network,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10557838,An Energy-Efficient Configurable Coprocessor Based on 1-D CNN for ECG Anomaly Detection,Document Title,energy-efficient
10.1109/ISCAS58744.2024.10558271,MAC-DO: DRAM-Based Multi-Bit Analog Accelerator Using Output Stationary,Abstract,low-power 
10.1109/ISCAS58744.2024.10558161,Live Demonstration: A High-frame-rate and Energy-efficient SIFT Feature Extraction Accelerator Based SoC Design for AMR Applications,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558200,A Near-Eye DVS-Based End-to-End Eye Tracking Processor for AR/VR Applications,"Abstract, Abstract","low-power , energy-efficient"
10.1109/ISCAS58744.2024.10558318,A High-Performance ORB Accelerator with Algorithm and Hardware Co-design for Visual Localization,Abstract,real-time performance
10.1109/ISCAS58744.2024.10558265,"A Low-Noise, Low-Power Neural Signal Amplifier for Deep Brain Stimulation System Chips Tolerating 3V Stimulation",Document Title,low-power 
10.1109/ISCAS58744.2024.10558613,VQNeRV: Vector Quantization Neural Representation for Video Compression,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558565,A 0.5 μm2 2-T Thin-Oxide OTP Antifuse with Reliability Enhanced by Auto Shut-off Program Logic for Low-Power Applications,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558125,An Ultra-Low Power Wearable Sensing System with a Highly Sensitive Three-Dimensional LIG Sensor and Energy-Efficient Time Domain Readout,"Document Title, Abstract, IEEE Terms","energy-efficient, low-power , low-power "
10.1109/ISCAS58744.2024.10558326,A Compact and Low-Power Column Readout Circuit based on Digital Delay Chain,Document Title,low-power 
10.1109/ISCAS58744.2024.10558045,Optimized Transformer Models: ℓ′ BERT with CNN-like Pruning and Quantization,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","quantization, pruning, resource-constrained, quantization, pruning, model compression, quantization, pruning, quantization"
10.1109/ISCAS58744.2024.10557853,A Hyperdimensional Computing Architecture with 4.4x Energy Efficiency in 65nm CMOS,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558394,Low-Power Collision Avoidance Memristive Circuit for Swarms of Miniature Robots,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558112,Variability Tolerance Analysis of Memristive Wave Cellular Automata,Abstract,low-power 
10.1109/ISCAS58744.2024.10558463,TSCM: A TCAM-Based Sparse Connection Memory Architecture in Neuromorphic Computing System for Cortical Simulation,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558244,A Low-Power Single-Phase Split-Controlled Flip-Flop With No Redundant Switching,"Document Title, Abstract, IEEE Terms","low-power , low-power , low-power "
10.1109/ISCAS58744.2024.10558258,A Low-Power Level-Crossing Analog-to-Spike Converter Intended for Neuromorphic Biomedical Applications,"Document Title, Abstract, Abstract, Abstract","low-power , low-power , energy-efficient, energy consumption"
10.1109/ISCAS58744.2024.10558368,AnSpiCS-Net: Reconfigurable Network-on-Chip for Analog Spiking Recurrent Neural Networks,Abstract,low-power 
10.1109/ISCAS58744.2024.10558067,HXNOR-PBNN: A Scalable and Parallel Spintronics Synaptic Architecture for Probabilistic Binary Neural Networks,"Document Title, Abstract, Abstract","binary neural networks, low-power , binary neural networks"
10.1109/ISCAS58744.2024.10558450,Generated Compressed Domain Images to the Rescue: Cross Distillation from Compressed Domain to Pixel Domain,"Abstract, Author Keywords","knowledge distillation, knowledge distillation"
10.1109/PerCom45495.2020.9127353,Artifact Abstract: Deployment of APIs on Android Mobile Devices and Microcontrollers,Abstract,esp32
10.1109/PerCom45495.2020.9127385,ERAIA - Enabling Intelligence Data Pipelines for IoT-based Application Systems,Author Keywords,industrial iot
10.1109/PerCom45495.2020.9127376,Human Activity Recognition with Deep Reinforcement Learning using the Camera of a Mobile Robot,"Abstract, IEEE Terms","energy consumption, energy consumption"
